21三体综合症	trisomy
被面	quilt
裁判员	referee
裁定	ruling
裁缝师	tailor
裁军	disarmament
裂殖	schizo-
裂脑人	commissurotomy
裂体吸虫	schistosome
裙裤	culottes
补品	tonic
补炉	fettling
补花	applique
补选	by-election
补遗	addendum
装饰品	ornament
里边	inside
裲	waistcoat
裸地化	denudation
裸体	naked
裸体主义	nudism
裸体主义者	nudist
制造者	maker
褂	gown
复印件	photocopy
复印机	photocopier
复本	copy
复杂	complicated
复杂性	complexity
褥疮	bedsore
裤腰带	waistband
襚	grave-clothes
襟怀夷旷	broad-minded
裆部	crotch
袜带	garter
衬垫	pad
衬裙	petticoat
衬里	lining
衬裤	underpants
衬页	endpaper
袭击者	attacker
西	west
西乃	Sinai
西伯利亚	Siberia
西北	northwest
西南	southwest
西坡拉	Zipporah
西城区	Xicheng
西拉雅族	Siraya
西敏	Westminster
西柚	grapefruit
西洋人	Westerner
西洋杉	cedar
西洋棋	chess
西洛赛宾	psilocybin
西班牙	Spain
西班牙港	Port-of-Spain
西米	sago
西红柿	tomato
西葫芦	zucchini
西兰花	broccoli
西西弗斯	Sisyphus
西西里岛	Sicily
西里西亚	Silesia
西雅图	Seattle
要不得	intolerable
覆灭	destruction
覆盆子	raspberry
覆盖物	mulch
覆盖率	coverage
见不得人	shameful
见习员	trainee
觃口	Yankou
规则性	regularity
规划人员	planner
规律性	regular
规程	rules
觅食行为	foraging
视	literary
视力	eyesight
视差	parallax
视网膜	retina
视频	video
覗	peek
亲子丼	oyakodon
亲爱精诚	camaraderie
亲昵	intimate
亲水性	hydrophilic
亲眷	relatives
亲美	pro-U.S.
亲肤	skin-friendly
观光客	tourist
观察者	observer
观测台	observatory
观众	spectators
观音	Guanyin
观鸟	birdwatching
角妓	courtesan
角质素	keratin
角锥	pyramid
角斗士	gladiator
角龙	ceratopsian
解剖刀	scalpel
解剖学	anatomy
解毒剂	antidote
解码器	decoder
解酸药	antacid
触手	tentacle
触技曲	toccata
触控屏	touchscreen
触毛	vibrissa
触肢	pedipalp
言下之意	implication
言而无信	untrustworthy
订书针	staple
订购者	subscriber
讣告	obituary
计分卡	scorecard
计数率仪	ratemeter
计时器	timer
计步器	pedometer
计程车	cab
计策	stratagem
讨人厌	horrid
讨喜	endearing
训练者	trainer
讪脸	impudent
记帐员	bookkeeper
记法	notation
记录员	recorder
讶	astounded
讼	litigation
访客	visitor
许字	betrothed
诉讼	lawsuit
诊所	clinic
注脚	footnote
诈骗罪	fraud
𫍡	cheat
评书	pingshu
评级	rating
评论员	commentator
评鉴	evaluation
词人墨客	wordsmith
词位	lexeme
词典学	lexicography
词素	morpheme
咏叹调	aria
询盘	inquiry
试剂	reagent
试金	assay
试验性	experimental
诗律	prosody
诗词	verse
诠释学	hermeneutics
话痨	chatterer
话语权	influence
该亚	Gaea
详备	detailed
詹森	Johnson
认识不能	agnosia
诱人	attractive
诱拐者	abductor
诱变剂	mutagen
诱饵	bait
语句	sentence
语境	context
语汇	vocabulary
语意性	semantic
语数外	Chinese
语料库	corpus
语法	grammar
语源	etymology
语用学	pragmatics
语义学	semantics
语言学	linguistics
语言学家	linguist
语音学	phonetics
诚信	honesty
诚实	honest
诚心	sincerity
诫命	commandment
误区	misconceptions
说不出话来	speechless
说服力	persuasiveness
说谎者	liar
课外	extracurricular
课室	classroom
谇	abuse
诽	slander
调光器	dimmer
调制	modulation
调制解调器	modem
调味肉汁	gravy
调查人员	investigator
调节器	regulator
调色盘	palette
调药刀	spatula
调酒师	bartender
谈性色变	prudish
请坐	please
请愿书	petition
论法	argumentation
论著	treatise
论题	topic
咨询员	advisor
诸柘	sugarcane
谚文	hangul
谚语	proverb
诺亚	Noah
诺夫哥罗德	Novgorod
诺曼底	Normandy
诺言	promise
谋杀罪	murder
谜	riddle
谜样	enigmatic
谦	modest
谦卑	humble
讲辞	lectures
谢忱	gratitude
证人	witness
证券经纪人	stockbroker
证实礼	confirmation
证词	testimony
𫍢	wrangling
识别码	identifier
识文断字	literate
谱系	pedigree
警句	aphorism
警官	constable
警察	police
警笛	siren
谵妄	delirium
议事日程	agenda
护士	nurse
护栏	guardrail
护理学	nursing
护目镜	goggles
护肤	skincare
护卫舰	frigate
护身符	amulet
读写能力	literacy
读法	pronunciation
读者	reader
变化无常	fickle
变压器	transformer
变流器	converter
变现能力	liquidity
变装者	cross-dresser
变调夹	capo
谶语	prophecy
谷地	valley
谷歌	Google
豆瓣	Douban
豆豆帽	beanie
豆类	bean
竖琴	harp
丰台区	Fengtai
丰度	abundance
丰硕	plentiful
丰裕	well-off
象征主义	symbolism
象虫	weevil
豪宅	mansion
豪华	luxurious
豪言壮语	bold
豪猪	porcupine
猪倌	swineherd
猪场	piggery
猪栏	pigsty
猪油	lard
猪肉	pork
貌	looks
猫咪	kitty
猫声鸟	catbird
猫腻	shenanigans
猫薄荷	catnip
猫雾族	Babuza
猫头鹰	owl
貘	tapir
贝塔斯曼	Bertelsmann
贝宁	Benin
贝拉	Beira
贝拉米	Bellamy
贝斯	Bes
贝氏体	bainitic
贝尔格莱德	Belgrade
贝尔法斯特	Belfast
贝纳通	Benetton
贝鲁特	Beirut
贞	chaste
贞洁	chastity
负担者	bearer
负累	burden
财务秘书	treasurer
财阀	tycoon
贡品	tribute
贡布	Kampot
贫穷潦倒	destitute
贫血	anemia
货仓	warehouse
货品	goods
货币主义	monetarism
贩子	trafficker
贪吃	gluttonous
贪心	greedy
贪污腐败	corruption
贯时	diachronic
贮水处	reservoir
贮物	storage
贵妇人	dame
贵妇犬	poodle
贵族社会	aristocracy
买主	customer
买家	buyer
买办	comprador
费利克斯	Felix
费卢杰	Fallujah
贴纸	sticker
贺拉斯	Horace
资本主义	capitalism
资本家	capitalist
资费	postal
资金	funds
贾第虫病	Giardiasis
宾利	Bentley
宾夕法尼亚	Pennsylvania
宾得	Pentax
赔偿金	compensation
贤明	sagacious
卖家	seller
质粒	plasmid
账单	bill
赌场	casino
赌徒	gambler
购物	shopping
购买者	purchaser
赛力斯	Seres
赛德克族	Seediq
赛德娜	Sedna
赛轮思	Cerence
赜	mysterious
赘肉	flab
赘余	superfluous
赠款	grant
赠礼	present
赠与者	giver
赞助商	sponsor
赞比亚	Zambia
赞西佩	Xanthippe
赞辞	praise
赃	loot
赎金	ransom
赤睛鱼	rudd
赤脚	barefoot
赤藓糖醇	erythritol
赤贫	poverty-stricken
赫耳墨斯	Hermes
赭	ocher
走扁带	slacklining
起初	originally
起床号	reveille
起落架	undercarriage
起诉员	prosecutor
起诉者	plaintiff
超人	Superman
超升	exaltation
超售	overbooking
超商	mini-mart
超媒体	hypermedia
超对称	supersymmetry
超导	superconductivity
超我	superego
超敏反应	hypersensitivity
超文本	hypertext
超新星	supernova
超模	supermodel
超泛神论	panentheism
超然	aloof
超现实	surreal
超现实主义	surrealism
超短裙	miniskirt
超级市场	supermarket
超级英雄	superhero
超级计算	supercomputing
超级计算机	supercomputer
超能力	superpower
超临界	supercritical
超自然	supernatural
超越主义	transcendentalism
超链接	hyperlink
超音速	supersonic
超频	overclocking
越南	Vietnam
越式	Vietnamese-style
赵国	Zhao
趣剧	farce
趋势	trend
足够	enough
趺	instep
趾尖	tiptoe
趿拉儿	babouche
跂訾	opinionated
跌打药	liniment
跑者	runner
跑马场	racecourse
跕	shuffle
跗猴	tarsier
跟踪狂	stalker
迹线	trajectory
跣	barefooted
跨境	cross-border
跨学科	interdisciplinary
跨性别	transgender
跨文化	intercultural
跨省	interprovincial
路旁	roadside
路易斯安那	Louisiana
路桩	bollard
路环	Coloane
路缘	curb
跳弹	ricochet
跳蚤	flea
跽	kneel
踆	squat
踊	leap
踏雪板	snowshoe
踢拳	kickboxing
踩镲	hi-hat
蹄印	hoofprint
蹇运	misfortune
跖骨	metatarsus
蹢	hoof
踪	trace
蹦床	trampoline
蹴鞠	cuju
跷跷板	see-saw
躁狂	manic
身心爽快	refreshment
身心障碍	disability
身手敏捷	agile
身披羽毛	feathered
身躯	body
躲避球	dodgeball
车床	lathe
车库	garage
车载	onboard
车辆	vehicle
车轮	wheel
车驾	carriage
军事化	militarization
军事法庭	court-martial
军国主义	militarism
军方	military
军火库	arsenal
军号	bugle
军需官	quartermaster
软文	advertorial
软木	cork
软毛	fur
软甲纲	Malacostraca
软骨	cartilage
软体动物	mollusk
轴突	axon
轴距	wheelbase
较好	better
载荷	load
载货汽车	truck
挽诗	elegy
辅修	minor
辅音	consonant
轻信	gullible
轻慢	irreverent
轻手轻脚	quietly
轻染	tinge
轻狂	frivolous
轻轻	lightly
轻量	lightweight
辉瑞	Pfizer
轮椅	wheelchair
轮渡	ferry
轮状病毒	rotavirus
轮盘赌	roulette
轮胎	tire
轮毂罩	hubcap
轮转机	merry-go-round
输尿管	ureter
辐射	radiation
辐射分解	radiolysis
辐射敏感性	radiosensitivity
辐射计	radiometer
辐照	irradiation
转动件	rotor
转瞬即逝	transitory
轑	spokes
轰击	bombard
辔头	bridle
辛伐他汀	simvastatin
辛劳	laborious
辛勤	hardworking
辛辛那提	Cincinnati
辣子鸡	laziji
辣根	horseradish
辣椒素	capsaicin
办公室	office
办公桌轮用	hot-desking
辨识度	distinctiveness
辞海	Cihai
农人	farmer
农场	farm
农奴	serf
农家庭院	farmyard
农旅	agritourism
农业生技	agri-biotechnology
农民	peasant
农民阶级	peasantry
农舍	farmhouse
农艺	agronomy
迂气	pedantry
迂远	impractical
近乎同步	plesiochronous
近在眼前	imminent
近义词	near-synonym
近处	nearby
近亲繁殖	inbreeding
迦太基	Carthage
迪士尼乐园	Disneyland
迪拜	Dubai
迪斯科吧	discotheque
迫切	urgent
迫切性	urgency
回旋处	rotary
回旋镖	boomerang
回旋余地	leeway
迷乱	confusion
迷你剧	miniseries
迷彩	camouflage
迷蒙	misty
迷踪罗汉拳	Mizongyi
迷阵	maze
迷离惝恍	confusing
追悼文	eulogy
追星族	stan
退伍军人	veteran
退关	shut-out
逃亡者	runaway
逆喻	oxymoron
逆龄	anti-aging
透明程度	transparency
透水性	permeability
透红	rosy
逐行	progressive
途径	way
迳向	radial
逗人喜爱	cute
逗点	comma
这些	these
这里	here
通勤	commuting
通古斯	Tungus
通心粉	macaroni
通情达理	sensible
通气会	briefing
通用串行总线	USB
通用性	universality
通行税	toll
通货紧缩	deflation
通货膨胀	inflation
通量	flux
通关密语	password
通关文牒	passport
速射	rapid-fire
速度计	speedometer
速记	shorthand
速记员	stenographer
造句	sentence-making
造林	forestation
造纸	papermaking
造船	shipbuilding
造船所	shipyard
连字符	hyphen
连忙	promptly
连招	combo
连指手套	mittens
连接器	connector
连接酶	ligase
连枷	flail
连歌	renga
连滚带爬	scrambling
连绵不绝	unending
连续性	continuity
连续体	continuum
连翘	Forsythia
连词	conjunction
连体裤	jumpsuit
周末	weekend
进度表	schedule
进步主义	progressivism
进深	depth
进程	process
进阶	advanced
逸乐	pleasure-seeking
遇难船	shipwreck
游侠	knight-errant
游吟诗人	troubadour
游戏王	Yu-Gi-Oh!
游乐场	playground
游艺	entertainment
运动学	kinematics
运动服	sportswear
运动鞋	sneakers
运河	canal
过度医疗	overtreatment
过敏原	allergen
过于	excessively
过氧化物	peroxide
过街天桥	skywalk
过载	overload
过量	excessive
过头话	exaggeration
道卡斯族	Taokas
道奇	Dodge
道德家	Daoist
道拉吉里峰	Dhaulagiri
道听途说	gossip
道馆	dojo
达喀尔	Dakar
达尼亚	Dania
达拉斯	Dallas
达尔富尔	Darfur
达尔马提亚	Dalmatia
违宪	unconstitutional
违禁品	contraband
违者	violator
遥测	telemetry
遥远	distant
递质	neurotransmitter
远地点	apogee
远端转移	metastasis
远距离	long-distance
适意	agreeable
适老化	elder-accessible
适配	adaptation
迟了	late
迟滞现象	hysteresis
迁居移民	immigration
选举权	suffrage
选集	anthology
遗传率	heritability
遗尿	bed-wetting
遗物	remnant
辽	faraway
辽宁号	Liaoning
避孕	contraception
避弹坑	foxhole
避役	chameleon
避蚊胺	DEET
迈巴赫	Maybach
边境	frontier
边框	frame
邋遢	unkempt
逻	patrol
那些	those
那里	there
邦	nation
邦联	confederation
邵族	Thao
郊区	outskirts
郛	suburbs
郡治安官	sheriff
部件	part
部落	tribe
邮差	postman
邮戳	postmark
邮袋	mailbag
邮费	postage
邮递员	mailman
都市	city
都柏林	Dublin
乡下习气	provincialism
邓迪	Dundee
邻人	neighbor
酊剂	tincture
配偶	spouse
配子	gamete
配称	worthy
配镜师	optician
配餐	catering
配体	ligand
酐	anhydride
酒廊	bar
酒浆	wine
酒精饮料	liquor
酒庄	winery
酒蒙子	alcoholic
酒鬼	drunkard
酗	drunk
酚	phenol
酚酞	phenolphthalein
酣	intoxicated
酥油	butter
酩酊大醉	plastered
酮	ketone
酮糖	ketose
酯	ester
酯化	esterification
酯酶	esterase
酵母菌	yeast
酵母醇	zymosterol
酵素	enzyme
酵解作用	zymolysis
酷炫	awesome
酸奶	yogurt
酸性	acidity
酸辛	misery
酸黄瓜	pickle
醉意	tipsiness
醋栗	gooseberry
醚	ether
醛	aldehyde
醛固酮	aldosterone
醛糖	aldose
丑怪	grotesque
丑闻	scandal
丑陋	ugly
医师	doctor
医患	doctor-patient
酱料	sauce
醯	acyl
酿造学	zymurgy
释名	"Shiming"
里加	Riga
里弗赛德	Riverside
里斯本	Lisbon
里昂	Lyon
里瓦尔多	Rivaldo
里程碑	milestone
里程表	odometer
重力	gravity
重商主义	mercantilism
重婚	bigamy
重新统一	reunification
重新装修	refurbishment
重新造林	reforestation
重碳酸盐	bicarbonate
重要	important
重要性	importance
重复性	repetitive
野兔	hare
野外定向	orienteering
野禽	fowl
野蛮人	barbarian
量子	quantum
量身定制	tailor-made
厘克	centigram
厘升	centiliter
厘米	centimeter
金光闪烁	spangle
金刚狼	Wolverine
金刚总持	Vajradhara
金刚萨埵	Vajrasattva
金刚鹦鹉	macaw
金匠	goldsmith
金合欢	acacia
金桔	kumquat
金枪鱼	tuna
金瓜石	Jinguashi
金石学	epigraphy
金秋	fall
金丝燕	Aerodramus
金丝雀	canary
金融家	financier
金酒	gin
金银块	bullion
金银花	honeysuckle
金钱豹	leopard
金钟	Admiralty
金鱼	goldfish
金龟子	scarab
钌铞儿	hasp
钉书机	stapler
钉耙	rake
钉螺	Oncomelania
钉钉	DingTalk
针剂瓶	ampoule
针孔	pinhole
针扎	pincushion
针法	stitch
针状	needle-shaped
针织品	knitwear
针叶树	conifer
钓客	angler
扣眼	buttonhole
钒钾铀矿石	carnotite
钙质	calcium
钶	columbium
钹	cymbals
铂金	platinum
铆钉	rivet
铅垂线	plumbline
钩子	hook
钩头篙	boathook
𬬸	acmite
银保	bancassurance
银匠	silversmith
银器	silverware
银杏	ginkgo
银莲花	anemone
银行家	banker
银行业	banking
铜匠	coppersmith
铜锈	verdigris
铜锈层	patina
铜锣	gong
铭文	inscription
铭瑄	MaxSun
铵	ammonium
销势	sale
铝土矿	bauxite
铤	ingot
锃亮	shiny
铺位	bunk
铺板	bedboard
铺盖卷儿	bedroll
锆合金	zircaloy
锯木厂	sawmill
锯末	sawdust
锯齿	sawtooth
钢枪	rifle
钢片琴	celesta
钢琴师	pianist
钢锯	hacksaw
钢铁	steel
锥形	conical
锥虫病	trypanosomiasis
锦缎	brocade
锚	anchor
锡克	Sikh
锡克教	Sikhism
锡安	Zion
锡瓦	Siwa
锡箔	tinfoil
锡金	Sikkim
锨	shovel
锅炉	boiler
镀银	silver-plated
鍏	spade
键帽	keycap
键盘	keyboard
鎉	thallium
锁匠	locksmith
锁孔	keyhole
蓥	polish
铠甲	armor
镐头	pickaxe
镇区	township
镇痛药	analgesic
镇纸	paperweight
镇静剂	tranquilizer
镇静药	sedative
链子	chain
链结	linkage
链路	link
链轮	sprocket
鏊子	griddle
镆铘	Moye
铲运机	carry-scraper
铲雪车	snowplow
镜片	lens
𬭸	phosphonium
𨱑	bell
𫔍	vanadium
钟乳石	stalactite
钟摆	pendulum
钟乐	bells
钟表盘	clockface
铁人	Ironman
铁人三项	triathlon
铁板烧	teppanyaki
铁琴	metallophone
铁砧	anvil
铁锈	rust
铁青	ashen
铁齿	argumentative
钥匙卡	keycard
钥匙链	keychain
镊子	tweezers
銮	imperial
钃	metal
长宽	size
长崎	Nagasaki
长度	length
长弓	longbow
长方形	rectangle
长方体	cuboid
长期性	long-term
长板	longboard
长条	strip
长椅	bench
长生不死	immortality
长统袜	stockings
长老会	Presbyterianism
长号	trombone
长裤	trousers
长钉	spike
长靴	boot
长颈瓶	flask
长颈龙	tanystropheus
门垫	doormat
门外汉	layman
门岗	gate
门径	access
门挡	doorstop
门柱	doorpost
门牙	incisor
门铃	doorbell
门头沟区	Mentougou
闪光	flash
闪光弹	flashbang
闪卡	flashcard
闪回	flashback
闪米特	Semitic
闪辉	scintillation
闪闪	flickering
闭会祈祷	benediction
开创性	innovative
开放性	openness
开发者	developer
开罗	Cairo
开车族	motorists
开通	open-minded
闲暇	leisure
间作	interplanting
间接	indirect
间脑	diencephalon
间谍	spy
间谍软件	spyware
阂	obstruct
阅读障碍	dyslexia
阍	doorkeeper
阈值	threshold
关岛	Guam
关节炎	arthritis
关键字	keyword
阮	ruan
防伪	anti-counterfeiting
防冻	antifreeze
防守者	defender
防弹	bulletproof
防水	waterproof
防火墙	firewall
防火道	firebreak
防特	counterespionage
防磁	antimagnetic
防避	protection
防骇	anti-hacker
阻尼	damping
阿佛洛狄忒	Aphrodite
阿修罗	Asura
阿伦	Aalen
阿克拉	Accra
阿利坎特	Alicante
阿加迪尔	Agadir
阿卡	Acre
阿卡普尔科	Acapulco
阿塞拜疆	Azerbaijan
阿多尼斯	Adonis
阿奶	granny
阿姆斯特丹	Amsterdam
阿宅	homebody
阿富汗	Afghanistan
阿布哈兹	Abkhazia
阿布贾	Abuja
阿弥陀如来	Amitabha
阿得莱德	Adelaide
阿拉	me
阿拉丁	Aladdin
阿拉巴马	Alabama
阿拉摩	Alamo
阿拉斯	Arras
阿拉斯加	Alaska
阿拉木图	Almaty
阿拖品化	atropinization
阿斯塔纳	Astana
阿斯马拉	Asmara
阿明	Al-Amin
阿曼	Oman
阿月浑子	pistachio
阿根廷	Argentina
阿森	Assen
阿比西尼亚	Abyssinia
阿洛菲	Alofi
阿尔卡特	Alcatel
阿尔及利亚	Algeria
阿尔及利亚人	Algerian
阿尔及尔	Algiers
阿尔巴尼亚	Albania
阿尔梅里亚	Almería
阿尔萨斯	Alsace
阿特兰蒂斯	Atlantis
阿瓦鲁阿	Avarua
阿皮亚	Apia
阿维拉	Avila
阿肯色	Arkansas
阿兹特克	Aztec
阿蒙	Amun
阿萨姆	Assam
阿兰文	Aramaic
阿西吧	aw
阿里巴巴	Alibaba
阿非利加	Africa
阿鲁巴	Aruba
陀螺仪	gyroscope
附加物	complement
附加费	surcharge
附笔	postscript
附肢	appendage
附录	appendix
陌生人	stranger
陌陌	Momo
降肾上腺素	noradrenalin
降落伞	parachute
降血钙素	calcitonin
限制级	R-rated
陕南	Shannan
陕甘宁	Shaanxi
陡峭	precipitous
阵风	gust
除湿器	dehumidifier
除臭剂	deodorant
陪审员	juror
陪审团	jury
阴囊	scrotum
阴屁	queef
阴沉	gloomy
阴茎	penis
阴蒂	clitoris
阴道	vagina
阴部	genitalia
阴霾	haze
陈迹	vestiges
陶匠	potter
陆基	land-based
陆战队	marines
陆军上校	colonel
陆军中尉	lieutenant
陆龟	tortoise
阳伞	parasol
阳光房	sunroom
阳极	anode
隅	corner
隆隆	rumble
陧	dangerous
队友	teammate
队形	formation
阶级式	hierarchical
隔板	divider
隔音	soundproofing
隘谷	ravine
隘路	defile
隙缝	aperture
障眼法	smokescreen
隞	Ao
隧道	tunnel
随同	accompanying
随机应变	pragmatic
随行人员	entourage
险滩	shoals
隐	hidden
隐修	monasticism
隐喻	metaphor
隐士	hermit
隐写术	steganography
隐形	invisible
隐栖动物学	cryptozoology
隐睾	cryptorchidism
隐约	vague
隐袭	insidious
隐隐约约	faintly
隐隐绰绰	faint
隶圉	servants
雀巢	Nestlé
雀斑	freckles
雄厚	substantial
雄性	male
雄鸡	rooster
雄鹰	tercel
雅	elegant
雅典	Athens
雅典娜	Athena
雅利安	Aryan
雅加达	Jakarta
雅威	Yahweh
雅恩德	Yaounde
雅气	elegance
雅温得	Yaoundé
雅尔塔	Yalta
雅穆索戈	Yamoussoukro
雅罗鱼	dace
雅虎	Yahoo
雅马哈	Yamaha
集中器	concentrator
集市	market
集约	intensive
集镇	town
集韵	Jiyun
集体主义	collectivism
雇主	employer
雌三醇	estriol
雌性	female
雌性激素	estrogen
雌狮	lioness
雌蕊	pistil
雌雄同体	hermaphrodite
雌雄同体性	hermaphroditism
雌鹿	doe
雍正	Yongzheng
雕刻品	sculpture
雕刻家	sculptor
双元音	diphthong
双光气	diphosgene
双唑泰栓	metronidazole
双城子	Shuangchengzi
双峰	boobies
双拐	crutches
双曲线	hyperbola
双极	bipolar
双氢睾酮	dihydrotestosterone
双球菌	diplococcus
双稳	bistable
双筒望远镜	binoculars
双管	double-barreled
双节棍	nunchaku
双翼飞机	biplane
双肩包	backpack
双规	shuanggui
双语	bilingual
双轨	double-track
双边	bilateral
双重	double
双陆棋	backgammon
双双	both
双音节	bisyllable
双体船	catamaran
雏菊	daisy
杂技演员	acrobat
杂草	weeds
杂讯	interference
杂货商	grocer
杂质	impurity
杂食动物	omnivore
鸡奸	sodomy
鸡枞	macrolepiota
离子	ion
离岸	offshore
离心机	centrifuge
离散性	discreteness
离谱	inappropriate
难以置信	incredible
难伺候	high-maintenance
难吃	unpalatable
难忘	unforgettable
难民	refugee
难为情	embarrassed
难处	trouble
难点	difficulty
雨具	rainwear
雨凇	verglas
雨林	rainforest
雨水	rainwater
雨滴	raindrop
雨量	rainfall
雪佛兰	Chevrolet
雪地车	snowmobile
雪套	gaiters
雪崩	avalanche
雪岳山	Seoraksan
雪景	snowscape
雪球	snowball
雪花	snowflake
雪茄烟	cigar
雪貂	ferret
云吞	wonton
云杉	spruce
云母	mica
云头	cloud
零散	scattered
零点五	0.5
雷恩	Rennes
雷暴	thunderstorm
雷声	thunder
雷阵雨	thundershower
雹	hail
雹块	hailstone
雹暴	hailstorm
电位计	potentiometer
电信	telecommunications
电化学	electrochemistry
电匠	electrician
电报机	telegraph
电压	voltage
电压表	voltmeter
电子人	cyborg
电子商务	e-commerce
电子学	electronics
电容	capacitance
电容器	capacitor
电影剧本	screenplay
电影制作	filmmaking
电感	inductance
电抗	reactance
电极	electrode
电气化	electrification
电泳	electrophoresis
电流表	ammeter
电瓶	accumulator
电疗	electrotherapy
电磁	electromagnetic
电磁学	electromagnetism
电磁铁	electromagnet
电筒	flashlight
电臀舞	twerking
电解质	electrolyte
电负性	electronegativity
电阻器	resistor
电离层	ionosphere
电震	electroshock
霅	rain
震波图	seismogram
震耳	ear-splitting
震耳欲聋	deafening
霉菌毒素	mycotoxin
霍乱	cholera
霍尔木兹	Hormuz
霍顿	Hotton
霜白	frosty
雾件	vaporware
雾化器	nebulizer
雾蒙蒙	foggy
霰弹枪	shotgun
霰粒肿	chalazion
露珠	dewdrop
露肩	shoulder-baring
露背	halterneck
露西	Lucy
霸权主义	hegemonism
霹雳舞	breakdancing
灵活性	flexibility
灵车	hearse
灵魂伴侣	soulmate
青光眼	glaucoma
青年期	adolescence
青睐	favor
青紫	purple
青草	grass
青釉	celadon
青霉素	penicillin
靛青	indigo
静力学	statics
静心	meditation
静脉	vein
非人化	dehumanization
非利士地	Philistia
非动物性	inanimacy
非均质	inhomogeneous
非写实	nonrepresentational
非对称	asymmetric
非小说	non-fiction
非层状	unstratified
非必需	inessential
非政府	non-governmental
非数字	non-numeric
非暴力	nonviolent
非核	non-nuclear
非核化	denuclearization
非正式	unofficial
非法	illegal
非独立	dependent
非递推	nonrecursive
非遗传多型性	polyphenism
非零	nonzero
非预谋	unpremeditated
非高峰	off-peak
非党	non-party
靡烂	rotting
面向连接	connection-oriented
面无人色	ashen-faced
面纱	veil
面纸	kleenex
面色	complexion
靥	dimple
革命性	revolutionary
靴子	boots
靶子	target
鞋套	overshoe
鞋子	shoe
鞋履	footwear
鞋拔	shoehorn
鞘脂	sphingolipid
鞭毛	flagellum
鞭毛纲	flagellate
鞭虫	whipworm
鞹	leather
缰绳	reins
韦伯	Webb
韦尔瓦	Huelva
韦科	Waco
韦驮菩萨	Skanda
韧劲	tenacity
韧带	ligament
韧性	toughness
韧皮部	phloem
韧体	firmware
韨	kneepad
韩国泡菜	kimchi
韩国街	Koreatown
韩式	Korean-style
韖	tan
韫	contain
韭	leek
音乐学	musicology
音乐家	musician
音系学	phonology
响亮	resounding
响尾蛇	rattlesnake
响音	sonorant
页岩	shale
顶级	top-notch
頄	cheekbone
顺利	smoothly
顺化	Hue
顺性别	cisgender
顺时针	clockwise
顺磁	paramagnetic
顺义区	Shunyi
顼顼	frustrated
颂歌	carol
预先	beforehand
预报	forecast
预定义	predefined
预后	prognosis
预应力	prestressed
预收费	prepayment
预算	budget
预言家	prophet
预试	pretest
顽皮	naughty
顽童	urchin
顿涅茨克	Donetsk
顿首	kowtow
頖	disperse
领主	suzerain
领事	consul
领事馆	consulate
领土	territory
领域	domain
领导者	leader
领航员	navigator
领诺	consent
领头羊	bellwether
头倒立	headstand
头向前	headlong
头戴式耳机	headphones
头晕	dizzy
头晕目眩	dazzled
头朝下	headfirst
头枕	headrest
头梳	comb
头疼	headache
头皮	scalp
头皮屑	dandruff
头盔	helmet
头胸部	cephalothorax
头脑风暴	brainstorming
头足纲	Cephalopoda
头铁	headstrong
头骨	skull
颊	cheeks
颈部	neck
颈链	necklace
频仍	frequent
频率	frequency
题外话	digression
额头	forehead
颚部	jaw
颜值高	good-looking
顑	yellow
颠连	illogical
类人猿	hominid
类似点	resemblance
类固醇	steroid
类星体	quasar
类毒素	toxoid
类语辞典	thesaurus
类鼻疽	melioidosis
𫖹	frown
显微学	microscopy
显然	clearly
显示器	monitor
颅测量	craniometry
风挡	windshield
风格	style
风流倜傥	debonair
风湿	rheumatism
风笛	bagpipes
风筝冲浪	kitesurfing
风箱	bellows
风速计	anemometer
风险	risk
台风	typhoon
飓风	hurricane
飞地	enclave
飞盘	frisbee
飞秒	femtosecond
飞腿	kick
飞艇	airship
飞鹰	eagle
食人魔	ogre
食人鱼	piranha
食尸鬼	ghoul
食欲	appetite
食料	foodstuff
食槽	manger
食肉目	Carnivora
食腐动物	scavenger
食草动物	herbivore
食虫目	Insectivora
饮品	beverage
饮食疗养	diet
饲养者	feeder
饱和	saturated
养老金	pension
餐具	tableware
餐前酒	aperitif
餐后酒	digestif
餐牌	menu
餐食	meal
余下	remaining
余存	remainder
余烬	ember
馅	filling
餩	hiccup
餲	sour
馐	delicacies
饐	rancid
饶有兴趣	engrossing
饕客	gourmand
馋痨	gluttony
馕坑	tandoor
馕饼	naan
首字母缩写	acronym
首秀	debut
香吻	kiss
香巴拉	Shambhala
香氛	fragrance
香港众志	Demosistō
香滑	creamy
香熏	aroma
香酥	crisp-fried
马但	Matthan
马来亚	Malaya
马来西亚	Malaysia
马克思主义	Marxism
马克思列宁主义	Marxism-Leninism
马其顿	Macedonia
马具	harness
马列毛	Marx
马力	horsepower
马匹	horse
马可尼	Marconi
马塞卢	Maseru
马尼拉	Manila
马尾辫	ponytail
马屁精	sycophant
马厩	stable
马德望	Battambang
马德里	Madrid
马戏团	circus
马拉博	Malabo
马拉维	Malawi
马拉开波	Maracaibo
马斯喀特	Muscat
马斯特里赫特	Maastricht
马朱罗	Majuro
马槟榔	caper
马氏体	martensitic
马球	polo
马穆楚	Mamoudzou
马粪纸	strawboard
马约特	Mayotte
马耳他	Malta
马萨诸塞	Massachusetts
马蜂	hornet
马褡子	saddle-bag
马趴	face-plant
马蹄铁	horseshoe
马达加斯加	Madagascar
